PROC_CODE|PROC_CODE_DESC|CODE_CLASS
D6076|implant supported retainer for porcelain fused to metal FPD (titanium, titanium alloy, or high noble metal)|0
D6077|IMPLANT SUPPORTED RETAINER FOR CAST METAL FPD (TITANIUM|1
D6077|implant supported retainer for cast metal FPD (titanium, titanium alloy, or high noble metal)|0
D6078|implant/abutment supported fixed denture for completely edentulous arch|0
D6079|implant/abutment supported fixed denture for partially edentulous arch|0
D6080|IMPLANT MAINTENANCE PROCEDURES|1
D6080|implant maintenance procedures when prostheses are removed and reinserted, including cleansing of prostheses and abutments|0
D6090|repair implant supported prosthesis, by report|0
D6090|REPAIR IMPLANTSUPPORTED PROSTHESIS BY REPORT|0
D6091|REPL ATTACHMNT IMPL/ABUT SUPP PROS PER ATTACHMNT|0
D6091|replacement of semi-precision or precision attachment (male or female component) of implant/abutment supported prosthesis, per attachment|0
D6092|recement implant/abutment supported crown|0
D6093|RECEMENT IMPL/ABUTMNT SUPPORTED FIX PART DENTURE|0
D6093|recement implant/abutment supported fixed partial denture|0
D6094|abutment supported crown - (titanium)|0
D6095|REPAIR IMPLANT ABUTMENT|1
D6095|repair implant abutment, by report|0
D6100|IMPLANT REMOVAL|1
D6100|implant removal, by report|0
D6101|debridement of a periimplant defect and surface cleaning of exposed implant surfaces, including flap entry and closure|0
D6102|debridement and osseous contouring of a periimplant defect; includes surface cleaning of exposed implant surfaces and flap entry and closure|0
D6103|bone graft for repair of peri-implant defect  does not include flap entry and closure.|0
D6104|bone graft at time of implant placement|0
D6110|Implnt/abut remov dent max|0
D6111|Implnt/abut remov dent mand|0
D6112|Imp/abut rem dent part max|0
D6113|Imp/abut rem dent part mand|0
D6114|Implnt/abut fixed dent max|0
D6115|Implnt/abut fixed dent mand|0
D6116|Imp/abut fixed dent part max|0
D6117|Imp/abut fixed dent part man|0
D6190|RADIOGRAPHIC/SURGICAL IMPLANT INDEX|1
D6190|radiographic/surgical implant index, by report|0
D6194|abutment supported retainer crown for FPD (titanium)|0
D6194|ABUTMENT SUPPORTED RETAINER CROWN FOR FPD - (TITANIUM)|0
D6199|UNSPECIFIED IMPLANT PROCEDURE|1
D6199|unspecified implant procedure, by report|0
D6205|pontic - indirect resin based composite|0
D6210|pontic - cast high noble metal|0
D6210|PONTIC-CAST HIGH NOBLE METAL|0
D6211|pontic - cast predominantly base metal|0
D6211|PONTIC-CAST PREDOMINANTLY BASE METAL|0
D6212|pontic - cast noble metal|0
D6212|PONTIC-CAST NOBLE METAL|0
D6214|PONTIC - TITANIUM|0
D6240|pontic - porcelain fused to high noble metal|0
D6240|PONTIC-PORCELAIN FUSED TO HIGH NOBLE METAL|0
D6241|pontic - porcelain fused to predominantly base metal|0
D6241|PONTIC-PORCELAIN FUSED TO PREDOMINANTLY BASE METAL|0
D6242|pontic - porcelain fused to noble metal|0
D6242|PONTIC-PORCELAIN FUSED TO NOBLE METAL|0
D6245|PONTIC - PORCELAIN/CERAMIC|0
D6250|pontic - resin with high noble metal|0
D6250|PONTIC-RESIN WITH HIGH NOBLE METAL|0
D6251|pontic - resin with predominantly base metal|0
D6251|PONTIC-RESIN WITH PREDOMINANTLY BASE METAL|0
D6252|pontic - resin with noble metal|0
D6252|PONTIC-RESIN WITH NOBLE METAL|0
D6253|PROVISIONAL PONTIC|0
D6253|provisional pontic - further treatment or completion of diagnosis necessary prior to final impression|0
D6254|interim pontic|0
D6519|INLAY/ONLAY - PORCELAIN/CERAMIC|0
D6520|INLAY-METALLIC-TWO SURFACES|0
D6530|INLAY-METALLIC-THREE OR MORE SURFACES|0
D6543|ONLAY-METALLIC - THREE SURFACES|0
D6544|ONLAY-METALLIC - FOUR OR MORE SURFACES|0
D6545|retainer - cast metal for resin bonded fixed prosthesis|0
D6545|RETAINER-CAST METAL FOR RESIN BONDED FIXED PROSTHESIS|0
D6548|retainer - porcelain/ceramic for resin bonded fixed prosthesis|0
D6549|Resin retainer|0
D6600|INLAY-PORCELAIN/CERAMIC TWO SURFACES|0
D6600|retainer inlay - porcelain/ceramic, two surfaces|0
D6601|INLAY - PORCELAIN/CERAMIC THREE OR MORE SURFACES|0
D6601|retainer inlay - porcelain/ceramic, three or more surfaces|0
D6602|INLAY - CAST HIGH NOBLE METAL TWO SURFACES|0
D6602|retainer inlay - cast high noble metal, two surfaces|0
D6603|INLAY - CAST HIGH NOBLE METAL 3/MORE SURFACES|0
D6603|retainer inlay - cast high noble metal, three or more surfaces|0
D6604|INLAY - CAST PREDOMINANTLY BASE METAL 2 SURFACES|0
D6604|retainer inlay - cast predominantly base metal, two surfaces|0
D6605|INLAY - CAST PREDOM BASE METAL 3/MORE SURFACES|0
D6605|retainer inlay - cast predominantly base metal, three or more surfaces|0
D6606|INLAY - CAST NOBLE METAL TWO SURFACES|0
D6606|retainer inlay - cast noble metal, two surfaces|0
D6607|INLAY - CAST NOBLE METAL THREE OR MORE SURFACES|0
D6607|retainer inlay - cast noble metal, three or more surfaces|0
D6608|ONLAY - PORCELAIN/CERAMIC TWO SURFACES|0
D6608|retainer onlay - porcelain/ceramic, two surfaces|0
D6609|ONLAY - PORCELAIN/CERAMIC THREE OR MORE SURFACES|0
D6609|retainer onlay - porcelain/ceramic, three or more surfaces|0
D6610|ONLAY - CAST HIGH NOBLE METAL TWO SURFACES|0
D6610|retainer onlay - cast high noble metal, two surfaces|0
D6611|ONLAY - CAST HIGH NOBLE METAL 3/MORE SURFACES|0
D6611|retainer onlay - cast high noble metal, three or more surfaces|0
D6612|ONLAY - CAST PREDOMINANTLY BASE METAL 2 SURFACES|0
D6612|retainer onlay - cast predominantly base metal, two surfaces|0
D6613|ONLAY - CAST PREDOM BASE METAL 3/MORE SURFACES|0
D6613|retainer onlay - cast predominantly base metal, three or more surfaces|0
D6614|ONLAY - CAST NOBLE METAL TWO SURFACES|0
D6614|retainer onlay - cast noble metal, two surfaces|0
D6615|ONLAY - CAST NOBLE METAL THREE OR MORE SURFACES|0
D6615|retainer onlay - cast noble metal, three or more surfaces|0
D6624|INLAY - TITANIUM|0
D6624|retainer inlay - titanium|0
D6634|ONLAY - TITANIUM|0
D6634|retainer onlay - titanium|0
D6710|CROWN - INDIRECT RESIN BASED COMPOSITE|0
D6710|retainer crown - indirect resin based composite|0
D6720|CROWN-RESIN WITH HIGH NOBLE METAL|0
D6720|retainer crown - resin with high noble metal|0
D6721|CROWN-RESIN WITH PREDOMINANTLY BASE METAL|0
D6721|retainer crown - resin with predominantly base metal|0
D6722|CROWN-RESIN WITH NOBLE METAL|0
D6722|retainer crown - resin with noble metal|0
D6740|CROWN - PORCELAIN/CERAMIC|0
D6740|retainer crown - porcelain/ceramic|0
D6750|CROWN-PORCELAIN FUSED TO HIGH NOBLE METAL|0
D6750|retainer crown - porcelain fused to high noble metal|0
D6751|CROWN-PORCELAIN FUSED TO PREDOMINANTLY BASE METAL|0
D6751|retainer crown - porcelain fused to predominantly base metal|0
D6752|CROWN-PORCELAIN FUSED TO NOBLE METAL|0
D6752|retainer crown - porcelain fused to noble metal|0
D6780|CROWN-3/4 CAST HIGH NOBLE METAL|0
D6780|retainer crown - 3/4 cast high noble metal|0
D6781|CROWN - 3/4 CAST PREDOMINANTLY BASED METAL|0
D6781|retainer crown - 3/4 cast predominantly base metal|0
D6782|CROWN - 3/4 CAST NOBLE METAL|0
D6782|retainer crown - 3/4 cast noble metal|0
D6783|CROWN - 3/4 PORCELAIN/CERAMIC|0
D6783|retainer crown - 3/4 porcelain/ceramic|0
D6790|CROWN-FULL CAST HIGH NOBLE METAL|0
D6790|retainer crown - full cast high noble metal|0
D6791|CROWN-FULL CAST PREDOMINANTLY BASE METAL|0
D6791|retainer crown - full cast predominantly base metal|0
D6792|CROWN-FULL CAST NOBLE METAL|0
D6792|retainer crown - full cast noble metal|0
D6793|PROVISIONAL RETAINER CROWN|0
D6793|provisional retainer crown - further treatment or completion of diagnosis necessary prior to final impression|0
D6794|CROWN - TITANIUM|0
D6794|retainer crown - titanium|0
D6795|interim retainer crown|0
D6920|connector bar|0
D6930|RECEMENT BRIDGE|0
D6930|recement fixed partial denture|0
D6940|stress breaker|0
D6950|PRECISION ATTACHMENT|0
D6970|CAST POST AND CORE IN ADDITION TO BRIDGE RETAINER|0
D6970|post and core in addition to fixed partial denture retainer, indirectly fabricated|0
D6971|CAST POST AS PART OF BRIDGE RETAINER|0
D6971|deep sedation/general anesthesia - first 30 minutes|0
D6972|PREFABRICATED POST AND CORE IN ADDITION TO BRIDGE RETAINER|0
D6972|prefabricated post and core in addition to fixed partial denture retainer|0
D6973|CORE BUILD UP FOR RETAINER|1
D6973|core build up for retainer, including any pins|0
D6975|coping|0
D6975|COPING-METAL|0
D6976|EACH ADDITIONAL CAST POST - SAME TOOTH|0
D6976|each additional indirectly fabricated post - same tooth|0
D6977|each additional prefabricated post - same tooth|0
D6980|BRIDGE REPAIR|1
D6980|fixed partial denture repair necessitated by restorative material failure|0
D6985|PEDIATRIC PARTIAL DENTURE|1
D6985|pediatric partial denture, fixed|0
D6999|UNSPECIFIED FIXED PROSTHODONTIC PROCEDURE|1
D6999|unspecified fixed prosthodontic procedure, by report|0
D7110|SINGLE TOOTH|0
D7111|CORONAL REMNANTS - DECIDUOUS TOOTH|0
D7111|extraction, coronal remnants - deciduous tooth|0
D7120|EACH ADDITIONAL TOOTH|0
D7130|ROOT REMOVAL-EXPOSED ROOTS|0
D7140|EXTRACTION ERUPTED TOOTH OR EXPOSED ROOT|0
D7140|extraction, erupted tooth or exposed root (elevation and/or forceps removal)|0
D7210|SURGICAL REMOVAL OF ERUPTED TOOTH REQUIRING ELEVATION OF MUCOPERIOSTEAL FLAP|0
D7210|surgical removal of erupted tooth requiring removal of bone and/or sectioning of tooth, and including elevation of mucoperiosteal flap if indicated|0
D7220|removal of impacted tooth - soft tissue|0
D7220|REMOVAL OF IMPACTED TOOTH-SOFT TISSUE|0
D7230|removal of impacted tooth - partially bony|0
D7230|REMOVAL OF IMPACTED TOOTH-PARTIALLY BONY|0
D7240|removal of impacted tooth - completely bony|0
D7240|REMOVAL OF IMPACTED TOOTH-COMPLETELY BONY|0
D7241|removal of impacted tooth - completely bony, with unusual surgical complications|0
D7241|REMOVAL OF IMPACTED TOOTH-COMPLETELY BONY|1
D7250|surgical removal of residual tooth roots (cutting procedure)|0
D7251|coronectomy  intentional partial tooth removal|0
D7260|ORAL ANTRAL FISTULA CLOSURE|0
D7260|oroantral fistula closure|0
D7261|primary closure of a sinus perforation|0
D7270|TOOTH REIMPLANTATION AND/OR STABILIZATION OF ACCIDENTALLY EVULSED OR DISPLACED|0
D7270|tooth reimplantation and/or stabilization of accidentally evulsed or displaced tooth|0
D7272|TOOTH TRANSPLANTATION (INCLUDES REIMPLANTATION FROM ONE SITE TO ANOTHER AND|0
D7272|tooth transplantation (includes reimplantation from one site to another and splinting and/or stabilization)|0
D7280|surgical access of an unerupted tooth|0
D7281|occlusion analysis - mounted case|0
D7281|SURGICAL EXPOSURE OF IMPACTED OR UNERUPTED TOOTH TO AID ERUPTION|0
D7282|MOBILIZ ERUPTED/MALPOSITIONED TOOTH AID ERUPTION|0
D7282|mobilization of erupted or malpositioned tooth to aid eruption|0
D7283|placement of device to facilitate eruption of impacted tooth|0
D7285|BIOPSY OF ORAL TISSUE - HARD (BONE|1
D7285|biopsy of oral tissue - hard (bone, tooth)|0
D7286|biopsy of oral tissue - soft|0
D7287|CYTOLOGY SAMPLE COLLECTION|0
D7287|exfoliative cytological sample collection|0
D7288|brush biopsy - transepithelial sample collection|0
D7290|surgical repositioning of teeth|0
D7291|TRANSSEPTAL FIBEROTOMY/SUPRA CRESTAL FIBEROTOMY|1
D7291|transseptal fiberotomy/supra crestal fiberotomy, by report|0
D7292|SURG PLCMT: TEMP ANCHORAGE SCREW RET PLATE FLAP|0
D7292|surgical placement: temporary anchorage device [screw retained plate] requiring surgical flap|0
D7293|SURG PLCMT: TEMP ANCHORAGE DEVICE RQR SURG FLAP|0
D7293|surgical placement: temporary anchorage device requiring surgical flap|0
D7294|SURG PLCMT: TEMP ANCHORAGE DEVICE W/O SURG FLAP|0
D7294|surgical placement: temporary anchorage device without surgical flap|0
D7295|harvest of bone for use in autogenous grafting procedure|0
D7310|alveoloplasty in conjunction with extractions - four or more teeth or tooth spaces, per quadrant|0
D7310|ALVEOLOPLASTY IN CONJUNCTION WITH EXTRACTIONS - PER QUADRANT|0
D7311|ALVEOLOPLASTY IN CONJUNCTION WITH EXTRACTIONS - ONE TO THREE TEETH OR TOOTH|0
D7311|alveoloplasty in conjunction with extractions - one to three teeth or tooth spaces, per quadrant|0
D7320|alveoloplasty not in conjunction with extractions - four or more teeth or tooth spaces, per quadrant|0
D7320|ALVEOLOPLASTY NOT IN CONJUNCTION WITH EXTRACTIONS - PER QUADRANT|0
D7321|ALVEOLOPLASTY NOT IN CONJUNCTION WITH EXTRACTIONS - ONE TO THREE TEETH OR TOOTH|0
D7321|alveoloplasty not in conjunction with extractions - one to three teeth or tooth spaces, per quadrant|0
D7340|vestibuloplasty - ridge extension (secondary epithelialization)|0
D7340|VESTIBULOPLASTY-RIDGE EXTENSION (SECOND EPITHELIALIZATION)|0
D7350|vestibuloplasty - ridge extension (including soft tissue grafts, muscle reattachment, revision of soft tissue attachment and management of hypertrophied and hyperplastic tissue)|0
D7350|VESTIBULOPLASTY-RIDGE EXTENSION (INCLUDING SOFT TISSUE GRAFTS|1
D7410|excision of benign lesion up to 1.25 cm|0
D7411|EXCISION OF BENIGN LESION GREATER THAN 1.25 CM|0
D7412|EXCISION OF BENIGN LESION COMPLICATED|0
D7412|excision of benign lesion, complicated|0
D7413|excision of malignant lesion up to 1.25 cm|0
D7414|EXCISION OF MALIGNANT LESION > 1.25 CM|0
D7414|excision of malignant lesion greater than 1.25 cm|0
D7415|EXCISION OF MALIGNANT LESION COMPLICATED|0
D7415|excision of malignant lesion, complicated|0
D7420|RADICAL EXCISION-LESION DIAMETER GREATER THAN 1.25 CM|0
D7430|EXCISION OF BENIGN TUMOR-LESION DIAMETER UP TO 1.25 CM|0
D7431|EXCISION OF BENIGN TUMOR-LESION DIAMETER GREATER THAN 1.25 CM|0
D7440|excision of malignant tumor - lesion diameter up to 1.25 cm|0
D7440|EXCISION OF MALIGNANT TUMOR-LESION DIAMETER UP TO 1.25 CM|0
D7441|excision of malignant tumor - lesion diameter greater than 1.25 cm|0
D7441|EXCISION OF MALIGNANT TUMOR-LESION DIAMETER GREATER THAN 1.25 CM|0
D7450|removal of benign odontogenic cyst or tumor - lesion diameter up to 1.25 cm|0
D7450|REMOVAL OF BENIGN ODONTOGENIC CYST OR TUMOR-LESION DIAMETER UP T0 1.25 CM|0
D7451|removal of benign odontogenic cyst or tumor - lesion diameter greater than 1.25 cm|0
D7451|REMOVAL OF BENIGN ODONTOGENIC CYST OR TUMOR-LESION DIAMETER GREATER THAN 1.25 CM|0
D7460|removal of benign nonodontogenic cyst or tumor - lesion diameter up to 1.25 cm|0
D7460|REMOVAL OF BENIGN NONODONTOGENIC CYST OR TUMOR-LESION DIAMETER UP TO 1.25 CM|0
D7461|removal of benign nonodontogenic cyst or tumor - lesion diameter greater than 1.25 cm|0
D7461|REMOVAL OF BENIGN NONODONTOGENIC CYST OR TUMOR-LESION DIAMETER GREATER THAN|0
D7465|destruction of lesion(s) by physical or chemical method, by report|0
D7465|DESTRUCTION OF LESION(S) BY PHYSICAL OR CHEMICAL METHODS|1
D7470|Rem exostosis maxilla/ma|0
D7471|REMOVAL OF LATERAL EXOSTOSIS (MAXILLA OR MANDIBLE)|0
D7472|removal of torus palatinus|0
D7473|removal of torus mandibularis|0
D7480|PARTIAL OSTECTOMY (GUTTERING OR SAUCERIZATION)|0
D7485|SURGICAL REDUCTION OF OSSEOUS TUBEROSITY|0
D7490|radical resection of maxilla or mandible|0
D7510|incision and drainage of abscess - intraoral soft tissue|0
D7510|INCISION AND DRAINAGE OF ABSCESS-INTRAORAL SOFT TISSUE|0
D7511|INCISION AND DRAINAGE OF ABSCESS - INTRAORAL SOFT TISSUE - COMPLICATED|0
D7511|incision and drainage of abscess - intraoral soft tissue - complicated (includes drainage of multiple fascial spaces)|0
D7520|incision and drainage of abscess - extraoral soft tissue|0
D7520|INCISION AND DRAINAGE OF ABSCESS-EXTRAORAL SOFT TISSUE|0
D7521|INCISION AND DRAINAGE OF ABSCESS - EXTRAORAL SOFT TISSUE - COMPLICATED|0
D7521|incision and drainage of abscess - extraoral soft tissue - complicated (includes drainage of multiple fascial spaces)|0
D7530|REMOVAL OF FOREIGN BODY FROM MUCOSA|1
D7530|removal of foreign body from mucosa, skin, or subcutaneous alveolar tissue|0
D7540|removal of reaction producing foreign bodies, musculoskeletal system|0
D7540|REMOVAL OF REACTION-PRODUCING FOREIGN BODIES-MUSCULOSKELETAL SYSTEM|0
D7550|PARTIAL OSTECTOMY/SEQUESTRECTOMY FOR REMOVAL OF NON-VITAL BONE|0
D7560|maxillary sinusotomy for removal of tooth fragment or foreign body|0
D7610|maxilla - open reduction (teeth immobilized, if present)|0
D7610|MAXILLA-OPEN REDUCTION (TEETH IMMOBILIZED IF PRESENT)|0
D7620|maxilla - closed reduction (teeth immobilized, if present)|0
D7620|MAXILLA-CLOSED REDUCTION (TEETH IMMOBILIZED IF PRESENT)|0
D7630|mandible - open reduction (teeth immobilized, if present)|0
D7630|MANDIBLE-OPEN REDUCTION (TEETH IMMOBILIZED IF PRESENT)|0
D7640|mandible - closed reduction (teeth immobilized, if present)|0
D7640|MANDIBLE-CLOSED REDUCTION (TEETH IMMOBILIZED IF PRESENT)|0
D7650|malar and/or zygomatic arch - open reduction|0
D7650|MALAR AND/OR ZYGOMATIC ARCH-OPEN REDUCTION|0
D7660|malar and/or zygomatic arch - closed reduction|0
D7660|MALAR AND/OR ZYGOMATIC ARCH-CLOSED REDUCTION|0
D7670|ALVEOLUS - CLOSED REDUCTION|1
D7670|alveolus closed reduction may include stabilization of teeth|0
D7671|ALVEOL - OPEN RDUC MAY INCLUDE STBL TEETH|0
D7671|alveolus, open reduction may include stabilization of teeth|0
D7680|facial bones - complicated reduction with fixation and multiple surgical approaches|0
D7680|FACIAL BONES-COMPLICATED REDUCTION WITH FIXATION AND MULTIPLE SURGICAL|0
D7710|maxilla open reduction|0
D7710|MAXILLA-OPEN REDUCTION|0
D7720|maxilla - closed reduction|0
D7720|MAXILLA-CLOSED REDUCTION|0
D7730|mandible - open reduction|0
D7730|MANDIBLE-OPEN REDUCTION|0
D7740|mandible - closed reduction|0
D7740|MANDIBLE-CLOSED REDUCTION|0
D7750|malar and/or zygomatic arch - open reduction|0
D7750|MALAR AND/OR ZYGOMATIC ARCH-OPEN REDUCTION|0
D7760|malar and/or zygomatic arch - closed reduction|0
D7760|MALAR AND/OR ZYGOMATIC ARCH-CLOSED REDUCTION|0
D7770|ALVEOLUS - OPEN REDUCTION STABILIZATION OF TEETH|0
D7771|ALVEOLUS CLOSED REDUCTION STABILIZATION OF TEETH|0
D7771|alveolus, closed reduction stabilization of teeth|0
D7780|facial bones - complicated reduction with fixation and multiple surgical approaches|0
D7780|FACIAL BONES-COMPLICATED REDUCTION WITH FIXATION AND MULTIPLE SURGICAL|0
D7810|OPEN REDUCTION OF DISLOCATION|0
D7820|closed reduction of dislocation|0
D7830|MANIPULATION UNDER ANESTHESIA|0
D7840|condylectomy|0
D7850|surgical discectomy, with/without implant|0
D7850|SURGICAL DISCECTOMY; WITH/WITHOUT IMPLANT|0
D7852|disc repair|0
D7854|synovectomy|0
D7856|MYOTOMY|0
D7858|joint reconstruction|0
D7860|ARTHROTOMY|0
D7865|arthroplasty|0
D7870|arthrocentesis|0
D7871|NON-ARTHROSCOPIC LYSIS AND LAVAGE|0
D7872|arthroscopy - diagnosis, with or without biopsy|0
D7872|ARTHROSCOPY-DIAGNOSIS|1
D7873|arthroscopy - surgical: lavage and lysis of adhesions|0
D7873|ARTHROSCOPY-SURGICAL: LAVAGE AND LYSIS OF ADHESIONS|0
D7874|arthroscopy - surgical: disc repositioning and stabilization|0
D7874|ARTHROSCOPY-SURGICAL: DISC REPOSITIONING AND STABILIZATION|0
D7875|arthroscopy - surgical: synovectomy|0
D7875|ARTHROSCOPY-SURGICAL: SYNOVECTOMY|0
D7876|arthroscopy - surgical: discectomy|0
D7876|ARTHROSCOPY-SURGICAL: DISCECTOMY|0
D7877|arthroscopy - surgical: debridement|0
D7877|ARTHROSCOPY-SURGICAL: DEBRIDEMENT|0
D7880|OCCLUSAL ORTHOTIC APPLIANCE|0
D7880|occlusal orthotic device, by report|0
D7881|occlusal orthotic device adjustment|0
D7899|UNSPECIFIED TMD THERAPY|1
D7899|unspecified TMD therapy, by report|0
D7910|suture of recent small wounds up to 5 cm|0
D7911|complicated suture - up to 5 cm|0
D7911|COMPLICATED SUTURE-UP TO 5 CM|0
D7912|complicated suture - greater than 5 cm|0
D7912|COMPLICATED SUTURE-GREATER THAN 5 CM|0
D7920|SKIN GRAFT (IDENTIFY DEFECT COVERED|1
D7920|skin graft (identify defect covered, location and type of graft)|0
D7921|collection and application of autologous blood concentrate product|0
D7940|osteoplasty - for orthognathic deformities|0
D7940|OSTEOPLASTY-FOR ORTHOGNATHIC DEFORMITIES|0
D7941|OSTEOTOMY - MANDIBULAR RAMI|0
D7942|Bone cutting ramus open|0
D7943|osteotomy - mandibular rami with bone graft; includes obtaining the graft|0
D7944|osteotomy - segmented or subapical|0
D7944|OSTEOTOMY-SEGMENTED OR SUBAPICAL-PER SEXTANT OR QUADRANT|0
D7945|osteotomy - body of mandible|0
D7945|OSTEOTOMY-BODY OF MANDIBLE|0
D7946|LeFort I (maxilla - total)|0
D7946|LEFORT I (MAXILLA-TOTAL)|0
D7947|LeFort I (maxilla - segmented)|0
D7947|LEFORT I (MAXILLA-SEGMENTED)|0
D7948|LEFORT II OR LEFORT III (OSTEOPLASTY OF FACIAL BONES FOR MIDFACE HYPOPLASIA OR|0
D7948|LeFort II or LeFort III (osteoplasty of facial bones for midface hypoplasia or retrusion) - without bone graft|0
D7949|LeFort II or LeFort III - with bone graft|0
D7949|LEFORT II OR LEFORT III-WITH BONE GRAFT|0
D7950|OSSEOUS|1
D7950|osseous, osteoperiosteal, or cartilage graft of the mandible or maxilla - autogenous or nonautogenous, by report|0
D7951|SINUS AUGMENTATION WITH BONE OR BONE SUBSTITUTES|0
D7951|sinus augmentation with bone or bone substitutes via a lateral open approach|0
D7952|sinus augmentation via a vertical approach|0
D7953|bone replacement graft for ridge preservation - per site|0
D7955|repair of maxillofacial soft and/or hard tissue defect|0
D7960|FRENULECTOMY (FRENECTOMY OR FRENOTOMY)-SEPARATE PROCEDURE|0
D7960|frenulectomy - also known as frenectomy or frenotomy - separate procedure not incidental to another procedure|0
D7963|frenuloplasty|0
D7970|excision of hyperplastic tissue - per arch|0
D7970|EXCISION OF HYPERPLASTIC TISSUE-PER ARCH|0
D7971|EXCISION OF PERICORONAL GINGIVA|0
D7972|surgical reduction of fibrous tuberosity|0
D7980|sialolithotomy|0
D7981|EXCISION OF SALIVARY GLAND|1
D7981|excision of salivary gland, by report|0
D7982|sialodochoplasty|0
D7983|closure of salivary fistula|0
D7990|emergency tracheotomy|0
D7991|coronoidectomy|0
D7995|synthetic graft - mandible or facial bones, by report|0
D7995|SYNTHETIC GRAFT-MANDIBLE OR FACIAL BONES|1
D7996|IMPLANT-MANDIBLE FOR AUGMENTATION PURPOSES (EXCLUDING ALVEOLAR RIDGE)|1
D7996|implant-mandible for augmentation purposes (excluding alveolar ridge), by report|0
D7997|APPLIANCE REMOVAL (NOT BY DENTIST WHO PLACED APPLIANCE)|1
D7997|appliance removal (not by dentist who placed appliance), includes removal of archbar|0
D7998|intraoral placement of a fixation device not in conjunction with a fracture|0
D7998|INTRAORAL PLCMT FIX DEVICE NOT CONJUNCTION W/FX|0
D7999|UNSPECIFIED ORAL SURGERY PROCEDURE|1
D7999|unspecified oral surgery procedure, by report|0
D8010|limited orthodontic treatment of the primary dentition|0
D8020|limited orthodontic treatment of the transitional dentition|0
D8030|limited orthodontic treatment of the adolescent dentition|0
D8040|LIMITED ORTHODONTIC TREATMENT OF THE ADULT DENTITION|0
D8050|interceptive orthodontic treatment of the primary dentition|0
D8060|interceptive orthodontic treatment of the transitional dentition|0
D8070|COMPREHENSIVE ORTHODONTIC TREATMENT OF THE TRANSITIONAL DENTITION|0
D8080|comprehensive orthodontic treatment of the adolescent dentition|0
D8090|comprehensive orthodontic treatment of the adult dentition|0
D8210|REMOVABLE APPLIANCE THERAPY|0
D8220|fixed appliance therapy|0
D8660|pre-orthodontic treatment visit|0
D8660|PRE-ORTHODONTIC VISIT|0
D8670|PERIODIC ORTHODONTIC TREATMENT VISIT (AS PART OF CONTRACT)|0
D8680|ORTHODONTIC RETENTION (REMOVAL OF APPLIANCES|1
D8680|orthodontic retention (removal of appliances, construction and placement of retainer(s))|0
D8681|removable orthodiontic retainer adjustment|0
D8690|orthodontic treatment (alternative billing to a contract fee)|0
D8691|REPAIR OF ORTHODONTIC APPLIANCE|0
D8692|replacement of lost or broken retainer|0
D8693|rebonding or recementing of fixed retainers|0
D8693|REBONDING/RECEMENTING; &/OR REPAIR FIXED RETAINR|0
D8694|repair of fixed retainers, includes reattachment|0
D8999|UNSPECIFIED ORTHODONTIC PROCEDURE|1
D8999|unspecified orthodontic procedure, by report|0
D9100|tax for Unit I services|1
D9110|palliative (emergency) treatment of dental pain - minor procedure|0
D9110|PALLIATIVE (EMERGENCY) TREATMENT OF DENTAL PAIN-MINOR PROCEDURES|0
D9120|FIXED PARTIAL DENTURE SECTIONING|0
D9200|tax for Unit II services|1
D9210|LOCAL ANESTHESIA  N0T IN CONJUNCTION WITH OPERATIVE OR SURGICAL PROCEDURES|0
D9210|local anesthesia not in conjunction with operative or surgical procedures|0
D9211|regional block anesthesia|0
D9212|TRIGEMINAL DIVISION BLOCK ANESTHESIA|0
D9215|LOCAL ANESTHESIA|0
D9215|local anesthesia in conjunction with operative or surgical procedures|0
D9219|Eval for deep sed/gen anesth|0
D9220|deep sedation/general anesthesia - first 30 minutes|0
D9220|DEEP SEDATION/GENERAL ANESTHESIA-FIRST 30 MINUTES|0
D9221|deep sedation/general anesthesia - each additional 15 minutes|0
D9221|DEEP SEDATION/GENERAL ANESTHESIA-EACH ADDITIONAL 15 MINUTES|0
D9223|deep sedation/general anesthesia - each 15 minute increment|0
D9230|ANALGESIA|1
D9230|inhalation of nitrous oxide / anxiolysis, analgesia|0
D9240|Intravenous sedation|0
D9241|intravenous conscious sedation/analgesia - first 30 minutes|0
D9242|intravenous conscious sedation/analgesia - each additional 15 minutes|0
D9243|intravenous moderate (conscious) sedation/analgesia - each 15 minute increment|0
D9248|non-intravenous conscious sedation|0
D9300|tax for Unit III services|1
D9310|CONSULTATION (DIAGNOSTIC SERVICE PROVIDED BY DENTIST OR PHYSICIAN OTHER THAN|0
D9310|consultation - diagnostic service provided by dentist or physician other than requesting dentist or physician|0
D9400|tax for combined services|1
D9410|house/extended care facility call|0
D9420|HOSPITAL CALL|0
D9420|hospital or ambulatory surgical center call|0
D9430|office visit for observation (during regularly scheduled hours) - no other services performed|0
D9430|OFFICE VISIT FOR OBSERVATION (DURING REGULARLY SCHEDULED HOURS) NO OTHER|0
D9440|office visit - after regularly scheduled hours|0
D9440|OFFICE VISIT-AFTER REGULARLY SCHEDULED HOURS|0
D9450|CASE PRESENTATION DETAILED&EXTENSIVE TX PLANNING|0
D9450|case presentation, detailed and extensive treatment planning|0
D9500|State Tax|1
D9610|THERAPEUTIC DRUG INJECTION|1
D9610|therapeutic parenteral drug, single administration|0
D9612|therapeutic parenteral drugs, two or more administrations, different medications|0
D9612|TX PARENTERAL DRUGS 2/> ADMINISTRATIONS DIFF MED|0
