PROC_CODE|CPT_CUSTOM|CPT_DESC
S9211||Home mgmt gest hypertension
S9212||Hm postpar hyper per diem
S9213||Hm preeclamp per diem
S9214||Hm gest dm per diem
S9325||HIT pain mgmt per diem
S9326||HIT cont pain per diem
S9327||HIT int pain per diem
S9328||HIT pain imp pump diem
S9329||HIT chemo per diem
S9330||HIT cont chem diem
S9331||HIT intermit chemo diem
S9335||HT hemodialysis diem
S9336||HIT cont anticoag diem
S9338||HIT immunotherapy diem
S9339||HIT periton dialysis diem
S9340||HIT enteral per diem
S9341||HIT enteral grav diem
S9342||HIT enteral pump diem
S9343||HIT enteral bolus nurs
S9345||HIT anti-hemophil diem
S9346||HIT alpha-1-proteinas diem
S9347||HIT longterm infusion diem
S9348||HIT sympathomim diem
S9349||HIT tocolysis diem
S9351||HIT cont antiemetic diem
S9353||HIT cont insulin diem
S9355||HIT chelation diem
S9357||HIT enzyme replace diem
S9359||HIT anti-tnf per diem
S9361||HIT diuretic infus diem
S9363||HIT anti-spasmotic diem
S9364||HIT tpn total diem
S9365||HIT tpn 1 liter diem
S9366||HIT tpn 2 liter diem
S9367||HIT tpn 3 liter diem
S9368||HIT tpn over 3l diem
S9370||HT inj antiemetic diem
S9372||HT inj anticoag diem
S9373||HIT hydra total diem
S9374||HIT hydra 1 liter diem
S9375||HIT hydra 2 liter diem
S9376||HIT hydra 3 liter diem
S9377||HIT hydra over 3l diem
S9379||HIT noc per diem
S9381||HIT high risk/escort
S9401||Anticoag clinic per session
S9430||Pharmacy comp/disp serv
S9433||Medical food oral 100% nutr
S9434||Mod solid food suppl
S9435||Medical foods for inborn err
S9436||Lamaze class
S9437||Childbirth refresher class
S9438||Cesarean birth class
S9439||VBAC class
S9441||Asthma education
S9442||Birthing class
S9443||Lactation class
S9444||Parenting class
S9445||PT education noc individ
S9446||PT education noc group
S9447||Infant safety class
S9449||Weight mgmt class
S9451||Exercise class
S9452||Nutrition class
S9453||Smoking cessation class
S9454||Stress mgmt class
S9455||Diabetic Management Program,
S9460||Diabetic Management Program,
S9465||Diabetic Management Program,
S9470||Nutritional counseling, diet
S9472||Cardiac rehabilitation progr
S9473||Pulmonary rehabilitation pro
S9474||Enterostomal therapy by a re
S9475||Ambulatory setting substance
S9476||Vestibular rehab per diem
S9480||Intensive outpatient psychia
S9482||Family stabilization 15 min
S9484||Crisis intervention per hour
S9485||Crisis intervention mental h
S9490||HIT corticosteroid/diem
S9494||HIT antibiotic total diem
S9497||HIT antibiotic q3h diem
S9500||HIT antibiotic q24h diem
S9501||HIT antibiotic q12h diem
S9502||HIT antibiotic q8h diem
S9503||HIT antibiotic q6h diem
S9504||HIT antibiotic q4h diem
S9529||Venipuncture home/snf
S9537||HT hem horm inj diem
S9538||HIT blood products diem
S9542||HT inj noc per diem
S9558||HT inj growth horm diem
S9559||HIT inj interferon diem
S9560||HT inj hormone diem
S9562||HT inj palivizumab diem
S9590||HT irrigation diem
S9810||HT pharm per hour
S9900||Christian Sci Pract visit
S9970||Health club membership yr
S9975||Transplant related per diem
S9976||Lodging per diem
S9977||Meals per diem
S9981||Med record copy admin
S9982||Med record copy per page
S9986||Not medically necessary svc
S9988||Serv part of phase I trial
S9989||Services outside US
S9990||Services provided as part of
S9991||Services provided as part of
S9992||Transportation costs to and
S9994||Lodging costs (e.g. hotel ch
S9996||Meals for clinical trial par
S9999||Sales tax
T1000||Private duty/independent nsg
T1001||Nursing assessment/evaluatn
T1002||RN services up to 15 minutes
T1003||LPN/LVN services up to 15min
T1004||Nsg aide service up to 15min
T1005||Respite care service 15 min
T1006||Family/Couple Counseling
T1007||Treatment Plan Development
T1009||Child Sitting Services
T1010||Meals when Receive Services
T1012||Alcohol/Substance Abuse Skil
T1013||Sign Lang/Oral Interpreter
T1014||Telehealth transmit, per min
T1015||Clinic service
T1016||Case management
T1017||Targeted case management
T1018||School-based IEP ser bundled
T1019||Personal care ser per 15 min
T1020||Personal care ser per diem
T1021||HH Aide or cn aide per visit
T1022||Contracted services per day
T1023||Program intake assessment
T1024||Team evaluation & management
T1025||Ped compr care pkg, per diem
T1026||Ped compr care pkg, per hour
T1027||Family training & counseling
T1028||Home environment assessment
T1029||Dwelling lead investigation
T1030||RN home care per diem
T1031||LPN home care per diem
T1502||Medication admin visit
T1503||Med admin, not oral/inject
T1505||Elec med comp dev, noc
T1999||NOC retail items andsupplies
T2001||N-et; patient attend/escort
T2002||N-et; per diem
T2003||N-et; encounter/trip
T2004||N-et; commerc carrier pass
T2005||N-et; stretcher van
T2007||Non-emer transport wait time
T2010||PASRR Level I
T2011||PASRR Level II
T2012||Habil ed waiver, per diem
T2013||Habil ed waiver per hour
T2014||Habil prevoc waiver, per d
T2015||Habil prevoc waiver per hr
T2016||Habil res waiver per diem
T2017||Habil res waiver 15 min
T2018||Habil sup empl waiver/diem
T2019||Habil sup empl waiver 15min
T2020||Day habil waiver per diem
T2021||Day habil waiver per 15 min
T2022||Case management, per month
T2023||Targeted case mgmt per month
T2024||Serv asmnt/care plan waiver
T2025||Waiver service, nos
T2026||Special childcare waiver/d
T2027||Spec childcare waiver 15 min
T2028||Special supply, nos waiver
T2029||Special med equip, noswaiver
T2030||Assist living waiver/month
T2031||Assist living waiver/diem
T2032||Res care, nos waiver/month
T2033||Res, nos waiver per diem
T2034||Crisis interven waiver/diem
T2035||Utility services waiver
T2036||Camp overnite waiver/session
T2037||Camp day waiver/session
T2038||Comm trans waiver/service
T2039||Vehicle mod waiver/service
T2040||Financial mgt waiver/15min
T2041||Support broker waiver/15 min
T2042||Hospice routine home care
T2043||Hospice continuous home care
T2044||Hospice respite care
T2045||Hospice general care
T2046||Hospice long term care, r&b
T2048||Bh ltc res r&b, per diem
T2049||N-ET; stretcher van, mileage
T2101||Breast milk proc/store/dist
T4521||Adult size brief/diaper sm
T4522||Adult size brief/diaper med
T4523||Adult size brief/diaper lg
T4524||Adult size brief/diaper xl
T4525||Adult size pull-on sm
T4526||Adult size pull-on med
T4527||Adult size pull-on lg
T4528||Adult size pull-on xl
T4529||Ped size brief/diaper sm/med
T4530||Ped size brief/diaper lg
T4531||Ped size pull-on sm/med
T4532||Ped size pull-on lg
T4533||Youth size brief/diaper
T4534||Youth size pull-on
T4535||Disposable liner/shield/pad
T4536||Reusable pull-on any size
T4537||Reusable underpad bed size
T4538||Diaper serv reusable diaper
T4539||Reuse diaper/brief any size
T4540||Reusable underpad chair size
T4541||Large disposable underpad
T4542||Small disposable underpad
T4543||Disp bariatric brief/diaper
T5001||Position seat spec orth need
T5999||Supply, nos
V2020||Vision svcs frames purchases
V2025||Eyeglasses delux frames
V2100||Lens spher single plano 4.00
V2101||Single visn sphere 4.12-7.00
V2102||Singl visn sphere 7.12-20.00
V2103||Spherocylindr 4.00d/12-2.00d
V2104||Spherocylindr 4.00d/2.12-4d
V2105||Spherocylinder 4.00d/4.25-6d
V2106||Spherocylinder 4.00d/>6.00d
V2107||Spherocylinder 4.25d/12-2d
V2108||Spherocylinder 4.25d/2.12-4d
V2109||Spherocylinder 4.25d/4.25-6d
V2110||Spherocylinder 4.25d/over 6d
V2111||Spherocylindr 7.25d/.25-2.25
V2112||Spherocylindr 7.25d/2.25-4d
V2113||Spherocylindr 7.25d/4.25-6d
V2114||Spherocylinder over 12.00d
V2115||Lens lenticular bifocal
V2118||Lens aniseikonic single
V2121||Lenticular lens, single
V2199||Lens single vision not oth c
V2200||Lens spher bifoc plano 4.00d
V2201||Lens sphere bifocal 4.12-7.0
V2202||Lens sphere bifocal 7.12-20.
V2203||Lens sphcyl bifocal 4.00d/.1
V2204||Lens sphcy bifocal 4.00d/2.1
V2205||Lens sphcy bifocal 4.00d/4.2
V2206||Lens sphcy bifocal 4.00d/ove
V2207||Lens sphcy bifocal 4.25-7d/.
V2208||Lens sphcy bifocal 4.25-7/2.
V2209||Lens sphcy bifocal 4.25-7/4.
V2210||Lens sphcy bifocal 4.25-7/ov
V2211||Lens sphcy bifo 7.25-12/.25-
V2212||Lens sphcyl bifo 7.25-12/2.2
V2213||Lens sphcyl bifo 7.25-12/4.2
V2214||Lens sphcyl bifocal over 12.
V2215||Lens lenticular bifocal
V2218||Lens aniseikonic bifocal
V2219||Lens bifocal seg width over
V2220||Lens bifocal add over 3.25d
V2221||Lenticular lens, bifocal
V2299||Lens bifocal speciality
V2300||Lens sphere trifocal 4.00d
V2301||Lens sphere trifocal 4.12-7.
V2302||Lens sphere trifocal 7.12-20
V2303||Lens sphcy trifocal 4.0/.12-
V2304||Lens sphcy trifocal 4.0/2.25
V2305||Lens sphcy trifocal 4.0/4.25
V2306||Lens sphcyl trifocal 4.00/>6
V2307||Lens sphcy trifocal 4.25-7/.
V2308||Lens sphc trifocal 4.25-7/2.
V2309||Lens sphc trifocal 4.25-7/4.
V2310||Lens sphc trifocal 4.25-7/>6
V2311||Lens sphc trifo 7.25-12/.25-
V2312||Lens sphc trifo 7.25-12/2.25
V2313||Lens sphc trifo 7.25-12/4.25
V2314||Lens sphcyl trifocal over 12
V2315||Lens lenticular trifocal
V2318||Lens aniseikonic trifocal
V2319||Lens trifocal seg width > 28
V2320||Lens trifocal add over 3.25d
V2321||Lenticular lens, trifocal
V2399||Lens trifocal speciality
V2410||Lens variab asphericity sing
V2430||Lens variable asphericity bi
V2499||Variable asphericity lens
V2500||Contact lens pmma spherical
V2501||Cntct lens pmma-toric/prism
V2502||Contact lens pmma bifocal
V2503||Cntct lens pmma color vision
V2510||Cntct gas permeable sphericl
V2511||Cntct toric prism ballast
V2512||Cntct lens gas permbl bifocl
V2513||Contact lens extended wear
V2520||Contact lens hydrophilic
V2521||Cntct lens hydrophilic toric
V2522||Cntct lens hydrophil bifocl
V2523||Cntct lens hydrophil extend
V2530||Contact lens gas impermeable
V2531||Contact lens gas permeable
V2599||Contact lens/es other type
V2600||Hand held low vision aids
V2610||Single lens spectacle mount
V2615||Telescop/othr compound lens
V2623||Plastic eye prosth custom
V2624||Polishing artifical eye
V2625||Enlargemnt of eye prosthesis
V2626||Reduction of eye prosthesis
V2627||Scleral cover shell
V2628||Fabrication & fitting
V2629||Prosthetic eye other type
V2630||Anter chamber intraocul lens
V2631||Iris support intraoclr lens
V2632||Post chmbr intraocular lens
V2700||Balance lens
V2702||Deluxe lens feature
V2710||Glass/plastic slab off prism
V2715||Prism lens/es
V2718||Fresnell prism press-on lens
V2730||Special base curve
V2744||Tint photochromatic lens/es
V2745||Tint, any color/solid/grad
V2750||Anti-reflective coating
V2755||UV lens/es
V2756||Eye glass case
V2760||Scratch resistant coating
V2761||Mirror coating
V2762||Polarization, any lens
V2770||Occluder lens/es
V2780||Oversize lens/es
V2781||Progressive lens per lens
V2782||Lens, 1.54-1.65 p/1.60-1.79g
V2783||Lens, >= 1.66 p/>=1.80 g
V2784||Lens polycarb or equal
V2785||Corneal tissue processing
V2786||Occupational multifocal lens
V2787||Astigmatism-correct function
V2788||Presbyopia-correct function
V2790||Amniotic membrane
V2797||Vis item/svc in other code
V2799||Miscellaneous vision service
V5008||Hearing screening
V5010||Assessment for hearing aid
V5011||Hearing aid fitting/checking
V5014||Hearing aid repair/modifying
V5020||Conformity evaluation
V5030||Body-worn hearing aid air
V5040||Body-worn hearing aid bone
V5050||Hearing aid monaural in ear
V5060||Behind ear hearing aid
V5070||Glasses air conduction
V5080||Glasses bone conduction
V5090||Hearing aid dispensing fee
V5095||Implant mid ear hearing pros
V5100||Body-worn bilat hearing aid
V5110||Hearing aid dispensing fee
V5120||Body-worn binaur hearing aid
V5130||In ear binaural hearing aid
V5140||Behind ear binaur hearing ai
V5150||Glasses binaural hearing aid
V5160||Dispensing fee binaural
V5170||Within ear cros hearing aid
V5180||Behind ear cros hearing aid
V5190||Glasses cros hearing aid
V5200||Cros hearing aid dispens fee
V5210||In ear bicros hearing aid
V5220||Behind ear bicros hearing ai
V5230||Glasses bicros hearing aid
V5240||Dispensing fee bicros
V5241||Dispensing fee, monaural
V5242||Hearing aid, monaural, cic
V5243||Hearing aid, monaural, itc
V5244||Hearing aid, prog, mon, cic
V5245||Hearing aid, prog, mon, itc
V5246||Hearing aid, prog, mon, ite
V5247||Hearing aid, prog, mon, bte
V5248||Hearing aid, binaural, cic
V5249||Hearing aid, binaural, itc
V5250||Hearing aid, prog, bin, cic
V5251||Hearing aid, prog, bin, itc
V5252||Hearing aid, prog, bin, ite
V5253||Hearing aid, prog, bin, bte
V5254||Hearing id, digit, mon, cic
V5255||Hearing aid, digit, mon, itc
V5256||Hearing aid, digit, mon, ite
V5257||Hearing aid, digit, mon, bte
V5258||Hearing aid, digit, bin, cic
V5259||Hearing aid, digit, bin, itc
V5260||Hearing aid, digit, bin, ite
V5261||Hearing aid, digit, bin, bte
V5262||Hearing aid, disp, monaural
V5263||Hearing aid, disp, binaural
V5264||Ear mold/insert
V5265||Ear mold/insert, disp
V5266||Battery for hearing device
V5267||Hearing aid sup/access/dev
V5268||ALD Telephone Amplifier
V5269||Alerting device, any type
V5270||ALD, TV amplifier, any type
V5271||ALD, TV caption decoder
V5272||Tdd
V5273||ALD for cochlear implant
V5274||ALD unspecified
V5275||Ear impression
V5281||Ald fm/dm system, monaural
V5282||Ald fm/dm system binaural
V5283||Ald neck, loop ind receiver
V5284||Ald FM/DM ear level receiver
V5285||Ald fm/dm aud input receiver
V5286||Ald blu tooth fm/dm receiver
V5287||Ald fm/dm receiver, NOS
V5288||Ald fm/dm transmitter ald
V5289||Ald fm/dm adapt/boot couplin
V5290||Ald transmitter microphone
V5298||Hearing aid noc
V5299||Hearing service
V5336||Repair communication device
V5362||Speech screening
V5363||Language screening
V5364||Dysphagia screening
0003T||Cervicography
0008T||Upper gi endoscopy w/suture
0018T||Transcranial magnetic stimul
0021T||Fetal oximetry, trnsvag/cerv
0024T||Transcath cardiac reduction
0044T||Whole body photography
0045T||Whole body photography
0082T||Stereotactic rad delivery
0083T||Stereotactic rad tx mngmt
0091T||Lumbar artific disc
0094T||Lumbar artific diskectomy
0097T||Rev lumbar artific disc
0120T||Fibroadenoma cryoablate, ea
0133T||Esophageal implant injexn
1001F||Tobacco use, non-smoking
15000||Wound prep, 1st 100 sq cm
15001||Wound prep, addl 100 sq cm
15831||Excise excessive skin tissue
17304||1 stage mohs, up to 5 spec
17305||2 stage mohs, up to 5 spec
17306||3 stage mohs, up to 5 spec
17307||Mohs addl stage up to 5 spec
17310||Mohs any stage > 5 spec each
19140||Removal of breast tissue
19160||Partial mastectomy
19162||P-mastectomy w/ln removal
19180||Removal of breast
19182||Removal of breast
19200||Removal of breast
19220||Removal of breast
19240||Removal of breast
2003F||Auscultation heart perform
21300||Treatment of skull fracture
25611||Treat fracture radius/ulna
25620||Treat fracture radius/ulna
26504||Hand tendon reconstruction
27315||Partial removal, thigh nerve
27320||Partial removal, thigh nerve
28030||Removal of foot nerve
3000F||Blood press </= 140/90 mmhg
3002F||Blood pressure > 140/90 mmhg
3047F||Hemoglobin A1c level ? 9.0%
3076F||Syst bp < 140 mm hg
31700||Insertion of airway catheter
31708||Instill airway contrast dye
31710||Insertion of airway catheter
33200||Insertion of heart pacemaker
33201||Insertion of heart pacemaker
33245||Insert epic eltrd pace-defib
33246||Insert epic eltrd/generator
33253||Reconstruct atria
35381||Rechanneling of artery
35507||Artery bypass graft
35541||Artery bypass graft
35546||Artery bypass graft
35641||Artery bypass graft
44152||Removal of colon/ileostomy
44153||Removal of colon/ileostomy
47716||Fusion of bile duct cyst
48005||Resect/debride pancreas
48180||Fuse pancreas and bowel
49085||Remove abdomen foreign body
54152||Circumcision
54820||Exploration of epididymis
55859||Percut/needle insert, pros
56720||Incision of hymen
57820||D & c of residual cervix
67350||Biopsy eye muscle
75998||Fluoroguide for vein device
76003||Needle localization by x-ray
76005||Fluoroguide for spine inject
76006||X-ray stress view
76012||Percut vertebroplasty fluor
76013||Percut vertebroplasty, ct
76020||X-rays for bone age
76040||X-rays, bone evaluation
76061||X-rays, bone survey
76062||X-rays, bone survey
76065||X-rays, bone evaluation
76066||Joint survey, single view
76070||Ct bone density, axial
76071||Ct bone density, peripheral
76075||Dxa bone density,  axial
76076||Dxa bone density/peripheral
76077||Dxa bone density/v-fracture
76078||Radiographic absorptiometry
76082||Computer mammogram add-on
76083||Computer mammogram add-on
76086||X-ray of mammary duct
76088||X-ray of mammary ducts
95078||Provocative testing
76090||Mammogram, one breast
76091||Mammogram, both breasts
76092||Mammogram, screening
76093||Magnetic image, breast
76094||Magnetic image, both breasts
76095||Stereotactic breast biopsy
76096||X-ray of needle wire, breast
76355||Ct scan for localization
76360||Ct scan for needle biopsy
76362||Ct guide for tissue ablation
76370||Ct scan for therapy guide
76393||Mr guidance for needle place
76394||Mri for tissue ablation
76400||Magnetic image, bone marrow
76778||Us exam kidney transplant
76986||Ultrasound guide intraoper
78704||Imaging renogram
78715||Renal vascular flow exam
78760||Testicular imaging
91060||Gastric saline load test
92573||Lombard test
94656||Initial ventilator mgmt
94657||Continued ventilator mgmt
A9565||In111 pentetreotide
B4086||Gastrostomy/jejunostomy tube
C9232||Injection, idursulfase
C9233||Injection, ranibizumab
C9234||Inj, alglucosidase alfa
C9235||Injection, panitumumab
C9236||Injection, eculizumab
C9350||Porous collagen tube per cm
C9351||Acellular derm tissue percm2
E2618||Wc acc solid seat supp base
G0265||Cryopresevation Freeze+stora
G0266||Thawing + expansion froz cel
G0267||Bone marrow or psc harvest
G0297||Insert single chamber/cd
G0298||Insert dual chamber/cd
G0299||Inser/repos single icd+leads
G0300||Insert reposit lead dual+gen
G0375||Smoke/tobacco counselng 3-10
G0376||Smoke/tobacco counseling >10
G0377||Administra Part D vaccine
HAEJ1||Clinical=Min, Functional=Min, Service=Min, all positions computed
HAEJ2||Clinical=Min, Functional=Min, Service=Min, 2nd position derived
HAEJ3||Clinical=Min, Functional=Min, Service=Min, 3rd position derived
HAEJ4||Clinical=Min, Functional=Min, Service=Min, 4th position derived
HAEJ5||Clinical=Min, Functional=Min, Service=Min, 2nd & 3rd positions derived
HAEJ6||Clinical=Min, Functional=Min, Service=Min, 3rd & 4th positions derived
HAEJ7||Clinical=Min, Functional=Min, Service=Min, 2nd & 4th positions derived
HAEJ8||Clinical=Min, Functional=Min, Service=Min, all positions derived
HAEK1||Clinical=Min, Functional=Min, Service=Low, all positions computed
HAEK2||Clinical=Min, Functional=Min, Service=Low, 2nd position derived
HAEK3||Clinical=Min, Functional=Min, Service=Low, 3rd position derived
HAEK4||Clinical=Min, Functional=Min, Service=Low, 4th position derived
HAEK5||Clinical=Min, Functional=Min, Service=Low, 2nd & 3rd positions derived
HAEK6||Clinical=Min, Functional=Min, Service=Low, 3rd & 4th positions derived
HAEK7||Clinical=Min, Functional=Min, Service=Low, 2nd & 4th positions derived
HAEK8||Clinical=Min, Functional=Min, Service=Low, all positions derived
HAEL1||Clinical=Min, Functional=Min, Service=Mod, all positions computed
HAEL2||Clinical=Min, Functional=Min, Service=Mod, 2nd position derived
HAEL3||Clinical=Min, Functional=Min, Service=Mod, 3rd position derived
HAEL4||Clinical=Min, Functional=Min, Service=Mod, 4th position derived
HAEL5||Clinical=Min, Functional=Min, Service=Mod, 2nd & 3rd positions derived
HAEL6||Clinical=Min, Functional=Min, Service=Mod, 3rd & 4th positions derived
HAEL7||Clinical=Min, Functional=Min, Service=Mod, 2nd & 4th positions derived
HAEL8||Clinical=Min, Functional=Min, Service=Mod, all positions derived
HAEM1||Clinical=Min, Functional=Min, Service=High, all positions computed
HAEM2||Clinical=Min, Functional=Min, Service=High, 2nd position derived
HAEM3||Clinical=Min, Functional=Min, Service=High, 3rd position derived
HAEM4||Clinical=Min, Functional=Min, Service=High, 4th position derived
HAEM5||Clinical=Min, Functional=Min, Service=High, 2nd & 3rd positions derived
HAEM6||Clinical=Min, Functional=Min, Service=High, 3rd & 4th positions derived
HAEM7||Clinical=Min, Functional=Min, Service=High, 2nd & 4th positions derived
HAEM8||Clinical=Min, Functional=Min, Service=High, all positions derived
HAFJ1||Clinical=Min, Functional=Low, Service=Min, all positions computed
HAFJ2||Clinical=Min, Functional=Low, Service=Min, 2nd position derived
HAFJ3||Clinical=Min, Functional=Low, Service=Min, 3rd position derived
HAFJ4||Clinical=Min, Functional=Low, Service=Min, 4th position derived
HAFJ5||Clinical=Min, Functional=Low, Service=Min, 2nd & 3rd positions derived
HAFJ6||Clinical=Min, Functional=Low, Service=Min, 3rd & 4th positions derived
HAFJ7||Clinical=Min, Functional=Low, Service=Min, 2nd & 4th positions derived
HAFJ8||Clinical=Min, Functional=Low, Service=Min, all positions derived
HAFK1||Clinical=Min, Functional=Low, Service=Low, all positions computed
HAFK2||Clinical=Min, Functional=Low, Service=Low, 2nd position derived
HAFK3||Clinical=Min, Functional=Low, Service=Low, 3rd position derived
HAFK4||Clinical=Min, Functional=Low, Service=Low, 4th position derived
HAFK5||Clinical=Min, Functional=Low, Service=Low, 2nd & 3rd positions derived
HAFK6||Clinical=Min, Functional=Low, Service=Low, 3rd & 4th positions derived
HAFK7||Clinical=Min, Functional=Low, Service=Low, 2nd & 4th positions derived
HAFK8||Clinical=Min, Functional=Low, Service=Low, all positions derived
HAFL1||Clinical=Min, Functional=Low, Service=Mod, all positions computed
HAFL2||Clinical=Min, Functional=Low, Service=Mod, 2nd position derived
HAFL3||Clinical=Min, Functional=Low, Service=Mod, 3rd position derived
HAFL4||Clinical=Min, Functional=Low, Service=Mod, 4th position derived
HAFL5||Clinical=Min, Functional=Low, Service=Mod, 2nd & 3rd positions derived
HAFL6||Clinical=Min, Functional=Low, Service=Mod, 3rd & 4th positions derived
HAFL7||Clinical=Min, Functional=Low, Service=Mod, 2nd & 4th positions derived
HAFL8||Clinical=Min, Functional=Low, Service=Mod, all positions derived
HAFM1||Clinical=Min, Functional=Low, Service=High, all positions computed
HAFM2||Clinical=Min, Functional=Low, Service=High, 2nd position derived
HAFM3||Clinical=Min, Functional=Low, Service=High, 3rd position derived
HAFM4||Clinical=Min, Functional=Low, Service=High, 4th position derived
HAFM5||Clinical=Min, Functional=Low, Service=High, 2nd & 3rd positions derived
HAFM6||Clinical=Min, Functional=Low, Service=High, 3rd & 4th positions derived
HAFM7||Clinical=Min, Functional=Low, Service=High, 2nd & 4th positions derived
HAFM8||Clinical=Min, Functional=Low, Service=High, all positions derived
HAGJ1||Clinical=Min, Functional=Mod, Service=Min, all positions computed
HAGJ2||Clinical=Min, Functional=Mod, Service=Min, 2nd position derived
HAGJ3||Clinical=Min, Functional=Mod, Service=Min, 3rd position derived
HAGJ4||Clinical=Min, Functional=Mod, Service=Min, 4th position derived
HAGJ5||Clinical=Min, Functional=Mod, Service=Min, 2nd & 3rd positions derived
HAGJ6||Clinical=Min, Functional=Mod, Service=Min, 3rd & 4th positions derived
HAGJ7||Clinical=Min, Functional=Mod, Service=Min, 2nd & 4th positions derived
HAGJ8||Clinical=Min, Functional=Mod, Service=Min, all positions derived
HAGK1||Clinical=Min, Functional=Mod, Service=Low, all positions computed
HAGK2||Clinical=Min, Functional=Mod, Service=Low, 2nd position derived
HAGK3||Clinical=Min, Functional=Mod, Service=Low, 3rd position derived
HAGK4||Clinical=Min, Functional=Mod, Service=Low, 4th position derived
HAGK5||Clinical=Min, Functional=Mod, Service=Low, 2nd & 3rd positions derived
HAGK6||Clinical=Min, Functional=Mod, Service=Low, 3rd & 4th positions derived
HAGK7||Clinical=Min, Functional=Mod, Service=Low, 2nd & 4th positions derived
HAGK8||Clinical=Min, Functional=Mod, Service=Low, all positions derived
HAGL1||Clinical=Min, Functional=Mod, Service=Mod, all positions computed
HAGL2||Clinical=Min, Functional=Mod, Service=Mod, 2nd position derived
HAGL3||Clinical=Min, Functional=Mod, Service=Mod, 3rd position derived
HAGL4||Clinical=Min, Functional=Mod, Service=Mod, 4th position derived
HAGL5||Clinical=Min, Functional=Mod, Service=Mod, 2nd & 3rd positions derived
HAGL6||Clinical=Min, Functional=Mod, Service=Mod, 3rd & 4th positions derived
HAGL7||Clinical=Min, Functional=Mod, Service=Mod, 2nd & 4th positions derived
HAGL8||Clinical=Min, Functional=Mod, Service=Mod, all positions derived
HAGM1||Clinical=Min, Functional=Mod, Service=High, all positions computed
HAGM2||Clinical=Min, Functional=Mod, Service=High, 2nd position derived
HAGM3||Clinical=Min, Functional=Mod, Service=High, 3rd position derived
HAGM4||Clinical=Min, Functional=Mod, Service=High, 4th position derived
HAGM5||Clinical=Min, Functional=Mod, Service=High, 2nd & 3rd positions derived
HAGM6||Clinical=Min, Functional=Mod, Service=High, 3rd & 4th positions derived
HAGM7||Clinical=Min, Functional=Mod, Service=High, 2nd & 4th positions derived
HAGM8||Clinical=Min, Functional=Mod, Service=High, all positions derived
HAHJ1||Clinical=Min, Functional=High, Service=Min, all positions computed
HAHJ2||Clinical=Min, Functional=High, Service=Min, 2nd position derived
HAHJ3||Clinical=Min, Functional=High, Service=Min, 3rd position derived
HAHJ4||Clinical=Min, Functional=High, Service=Min, 4th position derived
HAHJ5||Clinical=Min, Functional=High, Service=Min, 2nd & 3rd positions derived
HAHJ6||Clinical=Min, Functional=High, Service=Min, 3rd & 4th positions derived
HAHJ7||Clinical=Min, Functional=High, Service=Min, 2nd & 4th positions derived
HAHJ8||Clinical=Min, Functional=High, Service=Min, all positions derived
HAHK1||Clinical=Min, Functional=High, Service=Low, all positions computed
HAHK2||Clinical=Min, Functional=High, Service=Low, 2nd position derived
HAHK3||Clinical=Min, Functional=High, Service=Low, 3rd position derived
HAHK4||Clinical=Min, Functional=High, Service=Low, 4th position derived
HAHK5||Clinical=Min, Functional=High, Service=Low, 2nd & 3rd positions derived
HAHK6||Clinical=Min, Functional=High, Service=Low, 3rd & 4th positions derived
HAHK7||Clinical=Min, Functional=High, Service=Low, 2nd & 4th positions derived
HAHK8||Clinical=Min, Functional=High, Service=Low, all positions derived
HAHL1||Clinical=Min, Functional=High, Service=Mod, all positions computed
HAHL2||Clinical=Min, Functional=High, Service=Mod, 2nd position derived
HAHL3||Clinical=Min, Functional=High, Service=Mod, 3rd position derived
HAHL4||Clinical=Min, Functional=High, Service=Mod, 4th position derived
HAHL5||Clinical=Min, Functional=High, Service=Mod, 2nd & 3rd positions derived
HAHL6||Clinical=Min, Functional=High, Service=Mod, 3rd & 4th positions derived
HAHL7||Clinical=Min, Functional=High, Service=Mod, 2nd & 4th positions derived
HAHL8||Clinical=Min, Functional=High, Service=Mod, all positions derived
HAHM1||Clinical=Min, Functional=High, Service=High, all positions computed
HAHM2||Clinical=Min, Functional=High, Service=High, 2nd position derived
HAHM3||Clinical=Min, Functional=High, Service=High, 3rd position derived
HAHM4||Clinical=Min, Functional=High, Service=High, 4th position derived
HAHM5||Clinical=Min, Functional=High, Service=High, 2nd & 3rd positions derived
HAHM6||Clinical=Min, Functional=High, Service=High, 3rd & 4th positions derived
HAHM7||Clinical=Min, Functional=High, Service=High, 2nd & 4th positions derived
HAHM8||Clinical=Min, Functional=High, Service=High, all positions derived
HAIJ1||Clinical=Min, Functional=Max, Service=Min, all positions computed
HAIJ2||Clinical=Min, Functional=Max, Service=Min, 2nd position derived
HAIJ3||Clinical=Min, Functional=Max, Service=Min, 3rd position derived
HAIJ4||Clinical=Min, Functional=Max, Service=Min, 4th position derived
HAIJ5||Clinical=Min, Functional=Max, Service=Min, 2nd & 3rd positions derived
HAIJ6||Clinical=Min, Functional=Max, Service=Min, 3rd & 4th positions derived
HAIJ7||Clinical=Min, Functional=Max, Service=Min, 2nd & 4th positions derived
HAIJ8||Clinical=Min, Functional=Max, Service=Min, all positions derived
HAIK1||Clinical=Min, Functional=Max, Service=Low, all positions computed
HAIK2||Clinical=Min, Functional=Max, Service=Low, 2nd position derived
HAIK3||Clinical=Min, Functional=Max, Service=Low, 3rd position derived
